"","Tank","Colony","Time.point","Ramp","Coral.Watch.Color1","Coral.Watch.Color2","Coral.Watch.Color3","PAM..Fv.Fm.","Site","LBSP","pop2016","DIN","AverageRed"
"595","G",8,"Recovery","34","6","6","3.5","0.596","Cannery","High","9276","5.4",174.8
"596","G",8,"Stress","34","5.5","5.5",NA,NA,"Vatia","Low","640","4.1",104
"597","G",8,"Stress","34","6","5.5",NA,NA,"Coconut Point","High","6707","48.8",NA
"598","G",8,"Stress","34","6","6",NA,NA,"Cannery","High","9276","5.4",85.8
"599","G",8,"Stress","34","6","6",NA,NA,"Faga'alu","Medium","910","6.7",117.7
"600","G",8,"Stress","34","6","6",NA,NA,"Faga'tele","Low","0","0.3",85
"601","H",1,"Recovery","35","5","4.5","2.5","0.648","Coconut Point","High","6707","48.8",217.5
"602","H",1,"Recovery","35","5.5","4.5","1","0.619","Faga'tele","Low","0","0.3",245
"603","H",1,"Recovery","35","6","5","2","0.675","Faga'alu","Medium","910","6.7",205.9
"604","H",1,"Recovery","35","6","6","3","0.664","Cannery","High","9276","5.4",191.8
"605","H",1,"Recovery","35","6","6","3.5","0.615","Vatia","Low","640","4.1",170.7
"606","H",1,"Stress","35","5.5","4",NA,NA,"Coconut Point","High","6707","48.8",NA
"607","H",1,"Stress","35","6","5.5",NA,NA,"Cannery","High","9276","5.4",100.2
"608","H",1,"Stress","35","6","5.5",NA,NA,"Faga'alu","Medium","910","6.7",150.8
"609","H",1,"Stress","35","6","5.5",NA,NA,"Vatia","Low","640","4.1",85.1
"610","H",1,"Stress","35","6","6",NA,NA,"Faga'tele","Low","0","0.3",113.6
"611","H",2,"Recovery","35","5","4","2","0.66","Faga'alu","Medium","910","6.7",195.5
"612","H",2,"Recovery","35","6","5","2","0.617","Coconut Point","High","6707","48.8",222
"613","H",2,"Recovery","35","6","6","2","0.577","Faga'tele","Low","0","0.3",250.8
"614","H",2,"Recovery","35","6","6","3.5","0.661","Vatia","Low","640","4.1",194.6
"615","H",2,"Recovery","35","6","6","4.5","0.664","Cannery","High","9276","5.4",129.8
"616","H",2,"Stress","35","6","4",NA,NA,"Faga'alu","Medium","910","6.7",176.3
"617","H",2,"Stress","35","6","5.5",NA,NA,"Cannery","High","9276","5.4",114.1
"618","H",2,"Stress","35","6","5.5",NA,NA,"Coconut Point","High","6707","48.8",NA
"619","H",2,"Stress","35","6","5.5",NA,NA,"Vatia","Low","640","4.1",91
"620","H",2,"Stress","35","6","6",NA,NA,"Faga'tele","Low","0","0.3",97.7
"621","H",3,"Recovery","35","5.5","4","1","0.647","Coconut Point","High","6707","48.8",224
"622","H",3,"Recovery","35","5.5","5","3.5","0.641","Vatia","Low","640","4.1",173.6
"623","H",3,"Recovery","35","5.5","5.5","1","0.611","Faga'tele","Low","0","0.3",251.7
"624","H",3,"Recovery","35","6","5","2","0.556","Faga'alu","Medium","910","6.7",199.6
"625","H",3,"Recovery","35","6","6","2.5","0.643","Cannery","High","9276","5.4",204
"626","H",3,"Stress","35","5","4",NA,NA,"Vatia","Low","640","4.1",154.2
"627","H",3,"Stress","35","5.5","4.5",NA,NA,"Coconut Point","High","6707","48.8",NA
"628","H",3,"Stress","35","6","5.5",NA,NA,"Cannery","High","9276","5.4",123.6
"629","H",3,"Stress","35","6","5.5",NA,NA,"Faga'alu","Medium","910","6.7",163.2
"630","H",3,"Stress","35","6","6",NA,NA,"Faga'tele","Low","0","0.3",98.3
"631","H",4,"Recovery","35","5.5","5","2","0.618","Coconut Point","High","6707","48.8",233.1
"632","H",4,"Recovery","35","5.5","5","3","0.561","Vatia","Low","640","4.1",171.8
"633","H",4,"Recovery","35","6","4.5","1.5","0.602","Faga'alu","Medium","910","6.7",209.8
"634","H",4,"Recovery","35","6","5","2","0.576","Faga'tele","Low","0","0.3",244.6
"635","H",4,"Recovery","35","6","6","2","0.614","Cannery","High","9276","5.4",217.5
"636","H",4,"Stress","35","5.5","4",NA,NA,"Faga'tele","Low","0","0.3",182.1
"637","H",4,"Stress","35","5.5","5",NA,NA,"Vatia","Low","640","4.1",116.7
"638","H",4,"Stress","35","6","5",NA,NA,"Faga'alu","Medium","910","6.7",157.5
"639","H",4,"Stress","35","6","5.5",NA,NA,"Cannery","High","9276","5.4",99.5
"640","H",4,"Stress","35","6","5.5",NA,NA,"Coconut Point","High","6707","48.8",NA
"641","H",5,"Recovery","35","5.5","5","2.5","0.611","Cannery","High","9276","5.4",161.9
"642","H",5,"Recovery","35","5.5","5.5","1.5","0.665","Faga'alu","Medium","910","6.7",197.4
"643","H",5,"Recovery","35","6","5","4.5","0.633","Vatia","Low","640","4.1",179
"644","H",5,"Recovery","35","6","5.5","2","0.616","Coconut Point","High","6707","48.8",203.8
"645","H",5,"Recovery","35","6","6","3.5","0.627","Faga'tele","Low","0","0.3",218.8
"646","H",5,"Stress","35","5.5","4.5",NA,NA,"Coconut Point","High","6707","48.8",NA
"647","H",5,"Stress","35","5.5","5",NA,NA,"Cannery","High","9276","5.4",131.2
"648","H",5,"Stress","35","6","5.5",NA,NA,"Faga'alu","Medium","910","6.7",142.3
"649","H",5,"Stress","35","6","5.5",NA,NA,"Vatia","Low","640","4.1",85.8
"650","H",5,"Stress","35","6","6",NA,NA,"Faga'tele","Low","0","0.3",59.8
"651","H",6,"Recovery","35","5.5","4.5","1","0.638","Coconut Point","High","6707","48.8",231
"652","H",6,"Recovery","35","6","5","2","0.672","Faga'alu","Medium","910","6.7",199.9
"653","H",6,"Recovery","35","6","5","3","0.631","Cannery","High","9276","5.4",193
"654","H",6,"Recovery","35","6","5.5","1.5","0.605","Faga'tele","Low","0","0.3",239.2
"655","H",6,"Recovery","35","6","6","5.5","0.588","Vatia","Low","640","4.1",128.6
"656","H",6,"Stress","35","5.5","4",NA,NA,"Cannery","High","9276","5.4",161.5
"657","H",6,"Stress","35","6","5",NA,NA,"Coconut Point","High","6707","48.8",NA
"658","H",6,"Stress","35","6","6",NA,NA,"Faga'alu","Medium","910","6.7",144.5
"659","H",6,"Stress","35","6","6",NA,NA,"Faga'tele","Low","0","0.3",86.4
"660","H",6,"Stress","35","6","6",NA,NA,"Vatia","Low","640","4.1",70
"661","H",7,"Recovery","35","6","5","2","0.611","Coconut Point","High","6707","48.8",238.9
"662","H",7,"Recovery","35","6","5","2","0.661","Cannery","High","9276","5.4",223.6
"663","H",7,"Recovery","35","6","5.5","2","0.589","Faga'alu","Medium","910","6.7",204.3
"664","H",7,"Recovery","35","6","6","2","0.627","Faga'tele","Low","0","0.3",216
"665","H",7,"Recovery","35","6","6","3","0.642","Vatia","Low","640","4.1",241.3
"666","H",7,"Stress","35","5","4",NA,NA,"Vatia","Low","640","4.1",171.6
"667","H",7,"Stress","35","5.5","5",NA,NA,"Faga'alu","Medium","910","6.7",181
"668","H",7,"Stress","35","5.5","5",NA,NA,"Faga'tele","Low","0","0.3",129.9
"669","H",7,"Stress","35","6","5.5",NA,NA,"Cannery","High","9276","5.4",102
"670","H",7,"Stress","35","6","6",NA,NA,"Coconut Point","High","6707","48.8",NA
"671","H",8,"Recovery","35","5.5","5.5","3","0.619","Vatia","Low","640","4.1",200.4
"672","H",8,"Recovery","35","5.5","5.5","4","0.563","Coconut Point","High","6707","48.8",167
"673","H",8,"Recovery","35","6","5.5","2.5","0.643","Cannery","High","9276","5.4",215.4
"674","H",8,"Recovery","35","6","6","2","0.6","Faga'tele","Low","0","0.3",212.5
"675","H",8,"Recovery","35","6","6","4.5","0.639","Faga'alu","Medium","910","6.7",144.6
"676","H",8,"Stress","35","5.5","4",NA,NA,"Cannery","High","9276","5.4",164.7
"677","H",8,"Stress","35","5.5","5",NA,NA,"Coconut Point","High","6707","48.8",NA
"678","H",8,"Stress","35","5.5","5",NA,NA,"Vatia","Low","640","4.1",100.3
"679","H",8,"Stress","35","6","4",NA,NA,"Faga'alu","Medium","910","6.7",179.3
"680","H",8,"Stress","35","6","5.5",NA,NA,"Faga'tele","Low","0","0.3",88.7
